country_or_area,commodity_transaction,year,unit,quantity,quantity_footnotes,category
Mexico,Direct use of solar thermal heat - Final energy consumption,2003,Terajoules,2793,,direct_use_of_solar_thermal_heat
Mexico,Direct use of solar thermal heat - Final energy consumption,2002,Terajoules,2428,,direct_use_of_solar_thermal_heat
Mexico,Direct use of solar thermal heat - Final energy consumption,2001,Terajoules,2184,,direct_use_of_solar_thermal_heat
Mexico,Direct use of solar thermal heat - Final energy consumption,2000,Terajoules,1822,,direct_use_of_solar_thermal_heat
Mexico,Direct use of solar thermal heat - Final energy consumption,1999,Terajoules,1605,,direct_use_of_solar_thermal_heat
Mexico,Direct use of solar thermal heat - Final energy consumption,1998,Terajoules,1435,,direct_use_of_solar_thermal_heat
Mexico,Direct use of solar thermal heat - Final energy consumption,1997,Terajoules,1277,,direct_use_of_solar_thermal_heat
Mexico,Direct use of solar thermal heat - Final energy consumption,1996,Terajoules,1161,,direct_use_of_solar_thermal_heat
Mexico,Direct use of solar thermal heat - Final energy consumption,1995,Terajoules,1060,,direct_use_of_solar_thermal_heat
Mexico,Direct use of solar thermal heat - Final energy consumption,1994,Terajoules,1052,,direct_use_of_solar_thermal_heat
Mexico,Direct use of solar thermal heat - Final energy consumption,1993,Terajoules,951,,direct_use_of_solar_thermal_heat
Mexico,Direct use of solar thermal heat - Final energy consumption,1992,Terajoules,843,,direct_use_of_solar_thermal_heat
Mexico,Direct use of solar thermal heat - Final energy consumption,1991,Terajoules,777,,direct_use_of_solar_thermal_heat
Mexico,Direct use of solar thermal heat - Final energy consumption,1990,Terajoules,727,,direct_use_of_solar_thermal_heat
Mexico,Electricity generating capacity - Solar PV - Autoproducers,2013,"Kilowatts,  thousand",70,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Autoproducers,2012,"Kilowatts,  thousand",52,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Autoproducers,2011,"Kilowatts,  thousand",31,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Autoproducers,2010,"Kilowatts,  thousand",29,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Autoproducers,2009,"Kilowatts,  thousand",25,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Autoproducers,2008,"Kilowatts,  thousand",19,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Autoproducers,2007,"Kilowatts,  thousand",19,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Autoproducers,2006,"Kilowatts,  thousand",16,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Autoproducers,2005,"Kilowatts,  thousand",16,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Autoproducers,2004,"Kilowatts,  thousand",16,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Autoproducers,2003,"Kilowatts,  thousand",16,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Autoproducers,2002,"Kilowatts,  thousand",16,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Autoproducers,2001,"Kilowatts,  thousand",15,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Autoproducers,2000,"Kilowatts,  thousand",14,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Autoproducers,1999,"Kilowatts,  thousand",13,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Autoproducers,1998,"Kilowatts,  thousand",12,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Autoproducers,1997,"Kilowatts,  thousand",11,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Autoproducers,1996,"Kilowatts,  thousand",10,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Autoproducers,1995,"Kilowatts,  thousand",9,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Autoproducers,1994,"Kilowatts,  thousand",9,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Autoproducers,1993,"Kilowatts,  thousand",7,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Autoproducers,1992,"Kilowatts,  thousand",5,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Main activity producers,2013,"Kilowatts,  thousand",6,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Main activity producers,2012,"Kilowatts,  thousand",1,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,2013,"Kilowatts,  thousand",76,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,2012,"Kilowatts,  thousand",53,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,2011,"Kilowatts,  thousand",31,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,2010,"Kilowatts,  thousand",29,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,2009,"Kilowatts,  thousand",25,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,2008,"Kilowatts,  thousand",19,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,2007,"Kilowatts,  thousand",19,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,2006,"Kilowatts,  thousand",16,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,2005,"Kilowatts,  thousand",16,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,2004,"Kilowatts,  thousand",16,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,2003,"Kilowatts,  thousand",16,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,2002,"Kilowatts,  thousand",16,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,2001,"Kilowatts,  thousand",15,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,2000,"Kilowatts,  thousand",14,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,1999,"Kilowatts,  thousand",13,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,1998,"Kilowatts,  thousand",12,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,1997,"Kilowatts,  thousand",11,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,1996,"Kilowatts,  thousand",10,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,1995,"Kilowatts,  thousand",9,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,1994,"Kilowatts,  thousand",9,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,1993,"Kilowatts,  thousand",7,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity generating capacity - Solar PV - Total,1992,"Kilowatts,  thousand",5,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",2014,"Kilowatts,  thousand",39294,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",2013,"Kilowatts,  thousand",39161,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",2012,"Kilowatts,  thousand",38015,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",2011,"Kilowatts,  thousand",38673,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",2010,"Kilowatts,  thousand",38673,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",2009,"Kilowatts,  thousand",37888,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",2008,"Kilowatts,  thousand",37348,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",2007,"Kilowatts,  thousand",37276,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",2006,"Kilowatts,  thousand",36004,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",2005,"Kilowatts,  thousand",33671,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",2004,"Kilowatts,  thousand",33695,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",2003,"Kilowatts,  thousand",32619,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",2002,"Kilowatts,  thousand",29359,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",2001,"Kilowatts,  thousand",26695,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",2000,"Kilowatts,  thousand",24856,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",1999,"Kilowatts,  thousand",23927,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",1998,"Kilowatts,  thousand",23495,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",1997,"Kilowatts,  thousand",22720,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",1996,"Kilowatts,  thousand",22702,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",1995,"Kilowatts,  thousand",21644,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",1994,"Kilowatts,  thousand",21098,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",1993,"Kilowatts,  thousand",19618,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",1992,"Kilowatts,  thousand",17731,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",1991,"Kilowatts,  thousand",17472,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public combustible fuels",1990,"Kilowatts,  thousand",16119,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",2014,"Kilowatts,  thousand",813,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",2013,"Kilowatts,  thousand",823,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",2012,"Kilowatts,  thousand",824,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",2011,"Kilowatts,  thousand",887,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",2010,"Kilowatts,  thousand",965,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",2009,"Kilowatts,  thousand",965,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",2008,"Kilowatts,  thousand",963,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",2007,"Kilowatts,  thousand",960,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",2006,"Kilowatts,  thousand",960,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",2005,"Kilowatts,  thousand",960,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",2004,"Kilowatts,  thousand",960,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",2003,"Kilowatts,  thousand",960,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",2002,"Kilowatts,  thousand",843,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",2001,"Kilowatts,  thousand",838,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",2000,"Kilowatts,  thousand",855,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",1999,"Kilowatts,  thousand",750,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",1998,"Kilowatts,  thousand",750,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",1997,"Kilowatts,  thousand",750,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",1996,"Kilowatts,  thousand",744,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",1995,"Kilowatts,  thousand",753,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",1994,"Kilowatts,  thousand",753,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",1993,"Kilowatts,  thousand",740,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",1992,"Kilowatts,  thousand",730,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",1991,"Kilowatts,  thousand",720,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public geothermal",1990,"Kilowatts,  thousand",700,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",2014,"Kilowatts,  thousand",12269,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",2013,"Kilowatts,  thousand",11509,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",2012,"Kilowatts,  thousand",11498,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",2011,"Kilowatts,  thousand",11453,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",2010,"Kilowatts,  thousand",11503,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",2009,"Kilowatts,  thousand",11383,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",2008,"Kilowatts,  thousand",11343,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",2007,"Kilowatts,  thousand",11476,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",2006,"Kilowatts,  thousand",10699,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",2005,"Kilowatts,  thousand",10536,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",2004,"Kilowatts,  thousand",10530,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",2003,"Kilowatts,  thousand",9615,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",2002,"Kilowatts,  thousand",9615,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",2001,"Kilowatts,  thousand",9619,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",2000,"Kilowatts,  thousand",9619,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",1999,"Kilowatts,  thousand",9619,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",1998,"Kilowatts,  thousand",9700,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",1997,"Kilowatts,  thousand",10034,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",1996,"Kilowatts,  thousand",10034,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",1995,"Kilowatts,  thousand",9329,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",1994,"Kilowatts,  thousand",9121,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",1993,"Kilowatts,  thousand",8171,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",1992,"Kilowatts,  thousand",7932,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",1991,"Kilowatts,  thousand",7932,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public hydro",1990,"Kilowatts,  thousand",7805,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",2014,"Kilowatts,  thousand",1400,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",2013,"Kilowatts,  thousand",1400,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",2012,"Kilowatts,  thousand",1400,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",2011,"Kilowatts,  thousand",1365,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",2010,"Kilowatts,  thousand",1365,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",2009,"Kilowatts,  thousand",1365,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",2008,"Kilowatts,  thousand",1365,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",2007,"Kilowatts,  thousand",1365,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",2006,"Kilowatts,  thousand",1365,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",2005,"Kilowatts,  thousand",1365,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",2004,"Kilowatts,  thousand",1365,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",2003,"Kilowatts,  thousand",1365,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",2002,"Kilowatts,  thousand",1365,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",2001,"Kilowatts,  thousand",1365,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",2000,"Kilowatts,  thousand",1365,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",1999,"Kilowatts,  thousand",1368,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",1998,"Kilowatts,  thousand",1309,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",1997,"Kilowatts,  thousand",1309,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",1996,"Kilowatts,  thousand",1309,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",1995,"Kilowatts,  thousand",1309,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",1994,"Kilowatts,  thousand",675,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",1993,"Kilowatts,  thousand",675,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",1992,"Kilowatts,  thousand",675,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",1991,"Kilowatts,  thousand",675,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public nuclear",1990,"Kilowatts,  thousand",675,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity - net installed capacity of electric power plants public solar,2014,"Kilowatts,  thousand",6,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity - net installed capacity of electric power plants public solar,2013,"Kilowatts,  thousand",6,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,Electricity - net installed capacity of electric power plants public solar,2012,"Kilowatts,  thousand",1,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public wind",2014,"Kilowatts,  thousand",597,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public wind",2013,"Kilowatts,  thousand",598,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public wind",2012,"Kilowatts,  thousand",598,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public wind",2011,"Kilowatts,  thousand",87,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public wind",2010,"Kilowatts,  thousand",85,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public wind",2009,"Kilowatts,  thousand",85,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public wind",2008,"Kilowatts,  thousand",85,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public wind",2007,"Kilowatts,  thousand",85,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public wind",2006,"Kilowatts,  thousand",85,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public wind",2005,"Kilowatts,  thousand",2,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public wind",2004,"Kilowatts,  thousand",2,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public wind",2003,"Kilowatts,  thousand",2,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public wind",2002,"Kilowatts,  thousand",2,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public wind",2001,"Kilowatts,  thousand",2,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public wind",2000,"Kilowatts,  thousand",2,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public wind",1999,"Kilowatts,  thousand",2,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public wind",1998,"Kilowatts,  thousand",2,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public wind",1997,"Kilowatts,  thousand",2,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public wind",1996,"Kilowatts,  thousand",2,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public wind",1995,"Kilowatts,  thousand",2,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, public wind",1994,"Kilowatts,  thousand",2,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, self-producer combustible fuels",2014,"Kilowatts,  thousand",9599,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, self-producer combustible fuels",2013,"Kilowatts,  thousand",8886,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, self-producer combustible fuels",2012,"Kilowatts,  thousand",10349,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, self-producer combustible fuels",2011,"Kilowatts,  thousand",8913,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, self-producer combustible fuels",2010,"Kilowatts,  thousand",8241,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, self-producer combustible fuels",2009,"Kilowatts,  thousand",7432,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, self-producer combustible fuels",2008,"Kilowatts,  thousand",7035,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, self-producer combustible fuels",2007,"Kilowatts,  thousand",6541,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, self-producer combustible fuels",2006,"Kilowatts,  thousand",6106,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, self-producer combustible fuels",2005,"Kilowatts,  thousand",5869,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, self-producer combustible fuels",2004,"Kilowatts,  thousand",5641,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, self-producer combustible fuels",2003,"Kilowatts,  thousand",5070,,electricity_net_installed_capacity_of_electric_power_plants
Mexico,"Electricity - net installed capacity of electric power plants, self-producer combustible fuels",2002,"Kilowatts,  thousand",4466,,electricity_net_installed_capacity_of_electric_power_plants
