country_or_area,commodity_transaction,year,unit,quantity,quantity_footnotes,category
Mexico,Hard coal - transformation,2006,"Metric tons,  thousand",8906,,hard_coal
Mexico,Hard coal - transformation,2005,"Metric tons,  thousand",8879,,hard_coal
Mexico,Hard coal - transformation,2004,"Metric tons,  thousand",6484,,hard_coal
Mexico,Hard coal - transformation,2003,"Metric tons,  thousand",8833,,hard_coal
Mexico,Hard coal - transformation,2002,"Metric tons,  thousand",2854,,hard_coal
Mexico,Hard coal - transformation,2001,"Metric tons,  thousand",2950,,hard_coal
Mexico,Hard coal - transformation,2000,"Metric tons,  thousand",3000,,hard_coal
Mexico,Hard coal - transformation,1999,"Metric tons,  thousand",3217,,hard_coal
Mexico,Hard coal - transformation,1998,"Metric tons,  thousand",3147,,hard_coal
Mexico,Hard coal - transformation,1997,"Metric tons,  thousand",3056,,hard_coal
Mexico,Hard coal - transformation,1996,"Metric tons,  thousand",3120,,hard_coal
Mexico,Hard coal - transformation,1995,"Metric tons,  thousand",3069,,hard_coal
Mexico,Hard coal - transformation,1994,"Metric tons,  thousand",2836,,hard_coal
Mexico,Hard coal - transformation,1993,"Metric tons,  thousand",2774,,hard_coal
Mexico,Hard coal - transformation,1992,"Metric tons,  thousand",2904,,hard_coal
Mexico,Hard coal - transformation,1991,"Metric tons,  thousand",3203,,hard_coal
Mexico,Hard coal - transformation,1990,"Metric tons,  thousand",3406,,hard_coal
Mexico,Hard coal - transformation in coke ovens,2014,"Metric tons,  thousand",3186,,hard_coal
Mexico,Hard coal - transformation in coke ovens,2013,"Metric tons,  thousand",3166,,hard_coal
Mexico,Hard coal - transformation in coke ovens,2012,"Metric tons,  thousand",2978,,hard_coal
Mexico,Hard coal - transformation in coke ovens,2011,"Metric tons,  thousand",3031,,hard_coal
Mexico,Hard coal - transformation in coke ovens,2010,"Metric tons,  thousand",3156,,hard_coal
Mexico,Hard coal - transformation in coke ovens,2009,"Metric tons,  thousand",2519,,hard_coal
Mexico,Hard coal - transformation in coke ovens,2008,"Metric tons,  thousand",2964,,hard_coal
Mexico,Hard coal - transformation in coke ovens,2007,"Metric tons,  thousand",2941,,hard_coal
Mexico,Hard coal - transformation in coke ovens,2006,"Metric tons,  thousand",2925,,hard_coal
Mexico,Hard coal - transformation in coke ovens,2005,"Metric tons,  thousand",2860,,hard_coal
Mexico,Hard coal - transformation in coke ovens,2004,"Metric tons,  thousand",2815,,hard_coal
Mexico,Hard coal - transformation in coke ovens,2003,"Metric tons,  thousand",2852,,hard_coal
Mexico,Hard coal - transformation in coke ovens,2002,"Metric tons,  thousand",2854,,hard_coal
Mexico,Hard coal - transformation in coke ovens,2001,"Metric tons,  thousand",2950,,hard_coal
Mexico,Hard coal - transformation in coke ovens,2000,"Metric tons,  thousand",3000,,hard_coal
Mexico,Hard coal - transformation in coke ovens,1999,"Metric tons,  thousand",3217,,hard_coal
Mexico,Hard coal - transformation in coke ovens,1998,"Metric tons,  thousand",3147,,hard_coal
Mexico,Hard coal - transformation in coke ovens,1997,"Metric tons,  thousand",3056,,hard_coal
Mexico,Hard coal - transformation in coke ovens,1996,"Metric tons,  thousand",3120,,hard_coal
Mexico,Hard coal - transformation in coke ovens,1995,"Metric tons,  thousand",3069,,hard_coal
Mexico,Hard coal - transformation in coke ovens,1994,"Metric tons,  thousand",2836,,hard_coal
Mexico,Hard coal - transformation in coke ovens,1993,"Metric tons,  thousand",2774,,hard_coal
Mexico,Hard coal - transformation in coke ovens,1992,"Metric tons,  thousand",2904,,hard_coal
Mexico,Hard coal - transformation in coke ovens,1991,"Metric tons,  thousand",3203,,hard_coal
Mexico,Hard coal - transformation in coke ovens,1990,"Metric tons,  thousand",3406,,hard_coal
Mexico,"Hard coal - transformation in electricity, CHP and heat plants",2014,"Metric tons,  thousand",5577,,hard_coal
Mexico,"Hard coal - transformation in electricity, CHP and heat plants",2013,"Metric tons,  thousand",4614,,hard_coal
Mexico,"Hard coal - transformation in electricity, CHP and heat plants",2012,"Metric tons,  thousand",5194,,hard_coal
Mexico,"Hard coal - transformation in electricity, CHP and heat plants",2011,"Metric tons,  thousand",5880,,hard_coal
Mexico,"Hard coal - transformation in electricity, CHP and heat plants",2010,"Metric tons,  thousand",4672,,hard_coal
Mexico,"Hard coal - transformation in electricity, CHP and heat plants",2009,"Metric tons,  thousand",5451,,hard_coal
Mexico,"Hard coal - transformation in electricity, CHP and heat plants",2008,"Metric tons,  thousand",2818,,hard_coal
Mexico,"Hard coal - transformation in electricity, CHP and heat plants",2007,"Metric tons,  thousand",4819,,hard_coal
Mexico,"Hard coal - transformation in electricity, CHP and heat plants",2006,"Metric tons,  thousand",5981,,hard_coal
Mexico,"Hard coal - transformation in electricity, CHP and heat plants",2005,"Metric tons,  thousand",6019,,hard_coal
Mexico,"Hard coal - transformation in electricity, CHP and heat plants",2004,"Metric tons,  thousand",3669,,hard_coal
Mexico,"Hard coal - transformation in electricity, CHP and heat plants",2003,"Metric tons,  thousand",5981,,hard_coal
Mexico,Hard coal - transformation in electricity plants - main activity producers,2014,"Metric tons,  thousand",5577,,hard_coal
Mexico,Hard coal - transformation in electricity plants - main activity producers,2013,"Metric tons,  thousand",4614,,hard_coal
Mexico,Hard coal - transformation in electricity plants - main activity producers,2012,"Metric tons,  thousand",5194,,hard_coal
Mexico,Hard coal - transformation in electricity plants - main activity producers,2011,"Metric tons,  thousand",5880,,hard_coal
Mexico,Hard coal - transformation in electricity plants - main activity producers,2010,"Metric tons,  thousand",4672,,hard_coal
Mexico,Hard coal - transformation in electricity plants - main activity producers,2009,"Metric tons,  thousand",5451,,hard_coal
Mexico,Hard coal - transformation in electricity plants - main activity producers,2008,"Metric tons,  thousand",2818,,hard_coal
Mexico,Hard coal - transformation in electricity plants - main activity producers,2007,"Metric tons,  thousand",4819,,hard_coal
Mexico,Hard coal - transformation in electricity plants - main activity producers,2006,"Metric tons,  thousand",5981,,hard_coal
Mexico,Hard coal - transformation in electricity plants - main activity producers,2005,"Metric tons,  thousand",6019,,hard_coal
Mexico,Hard coal - transformation in electricity plants - main activity producers,2004,"Metric tons,  thousand",3669,,hard_coal
Mexico,Hard coal - transformation in electricity plants - main activity producers,2003,"Metric tons,  thousand",5981,,hard_coal
Mexico,Electricity - total hydro production,2014,"Kilowatt-hours, million",38893,,hydro
Mexico,Electricity - total hydro production,2013,"Kilowatt-hours, million",28002,,hydro
Mexico,Electricity - total hydro production,2012,"Kilowatt-hours, million",31883,,hydro
Mexico,Electricity - total hydro production,2011,"Kilowatt-hours, million",36247,,hydro
Mexico,Electricity - total hydro production,2010,"Kilowatt-hours, million",37131,,hydro
Mexico,Electricity - total hydro production,2009,"Kilowatt-hours, million",26718,,hydro
Mexico,Electricity - total hydro production,2008,"Kilowatt-hours, million",39194,,hydro
Mexico,Electricity - total hydro production,2007,"Kilowatt-hours, million",27276,,hydro
Mexico,Electricity - total hydro production,2006,"Kilowatt-hours, million",30394,,hydro
Mexico,Electricity - total hydro production,2005,"Kilowatt-hours, million",27659,,hydro
Mexico,Electricity - total hydro production,2004,"Kilowatt-hours, million",25206,,hydro
Mexico,Electricity - total hydro production,2003,"Kilowatt-hours, million",19880,,hydro
Mexico,Electricity - total hydro production,2002,"Kilowatt-hours, million",24951,,hydro
Mexico,Electricity - total hydro production,2001,"Kilowatt-hours, million",28502,,hydro
Mexico,Electricity - total hydro production,2000,"Kilowatt-hours, million",33133,,hydro
Mexico,Electricity - total hydro production,1999,"Kilowatt-hours, million",32782,,hydro
Mexico,Electricity - total hydro production,1998,"Kilowatt-hours, million",24625,,hydro
Mexico,Electricity - total hydro production,1997,"Kilowatt-hours, million",26431,,hydro
Mexico,Electricity - total hydro production,1996,"Kilowatt-hours, million",31442,,hydro
Mexico,Electricity - total hydro production,1995,"Kilowatt-hours, million",27528,,hydro
Mexico,Electricity - total hydro production,1994,"Kilowatt-hours, million",20048,,hydro
Mexico,Electricity - total hydro production,1993,"Kilowatt-hours, million",26235,,hydro
Mexico,Electricity - total hydro production,1992,"Kilowatt-hours, million",26170,,hydro
Mexico,Electricity - total hydro production,1991,"Kilowatt-hours, million",21854,,hydro
Mexico,Electricity - total hydro production,1990,"Kilowatt-hours, million",23478,,hydro
Mexico,Industrial Waste - Production,2014,Terajoules,861,,industrial_waste
Mexico,Industrial Waste - Production,2013,Terajoules,1690,,industrial_waste
Mexico,Industrial Waste - Production,2012,Terajoules,8922,,industrial_waste
Mexico,Industrial Waste - Production,2011,Terajoules,914,,industrial_waste
Mexico,Industrial Waste - Production,2010,Terajoules,533,,industrial_waste
Mexico,Industrial Waste - Production,2009,Terajoules,438,,industrial_waste
Mexico,Industrial Waste - Production,2008,Terajoules,5,,industrial_waste
Mexico,Industrial waste - Total energy supply,2014,Terajoules,861,,industrial_waste
Mexico,Industrial waste - Total energy supply,2013,Terajoules,1690,,industrial_waste
Mexico,Industrial waste - Total energy supply,2012,Terajoules,8922,,industrial_waste
Mexico,Industrial waste - Total energy supply,2011,Terajoules,914,,industrial_waste
Mexico,Industrial waste - Total energy supply,2010,Terajoules,533,,industrial_waste
Mexico,Industrial waste - Total energy supply,2009,Terajoules,438,,industrial_waste
Mexico,Industrial waste - Total energy supply,2008,Terajoules,5,,industrial_waste
Mexico,Industrial Waste - Transformation,2014,Terajoules,861,,industrial_waste
Mexico,Industrial Waste - Transformation,2013,Terajoules,1690,,industrial_waste
Mexico,Industrial Waste - Transformation,2012,Terajoules,8922,,industrial_waste
Mexico,Industrial Waste - Transformation,2011,Terajoules,914,,industrial_waste
Mexico,Industrial Waste - Transformation,2010,Terajoules,533,,industrial_waste
Mexico,Industrial Waste - Transformation,2009,Terajoules,438,,industrial_waste
Mexico,Industrial Waste - Transformation in CHP plants - autoproducers,2014,Terajoules,639,,industrial_waste
Mexico,Industrial Waste - Transformation in CHP plants - autoproducers,2013,Terajoules,973,,industrial_waste
Mexico,Industrial Waste - Transformation in CHP plants - autoproducers,2012,Terajoules,7856,,industrial_waste
Mexico,Industrial Waste - Transformation in CHP plants - autoproducers,2011,Terajoules,8,,industrial_waste
Mexico,"Industrial waste - Transformation in electricity, CHP and heat plants",2014,Terajoules,861,,industrial_waste
Mexico,"Industrial waste - Transformation in electricity, CHP and heat plants",2013,Terajoules,1690,,industrial_waste
Mexico,"Industrial waste - Transformation in electricity, CHP and heat plants",2012,Terajoules,8922,,industrial_waste
Mexico,"Industrial waste - Transformation in electricity, CHP and heat plants",2011,Terajoules,914,,industrial_waste
Mexico,"Industrial waste - Transformation in electricity, CHP and heat plants",2010,Terajoules,533,,industrial_waste
Mexico,"Industrial waste - Transformation in electricity, CHP and heat plants",2009,Terajoules,438,,industrial_waste
Mexico,Industrial Waste - Transformation in electricity plants - autoproducers,2014,Terajoules,222,,industrial_waste
Mexico,Industrial Waste - Transformation in electricity plants - autoproducers,2013,Terajoules,717,,industrial_waste
Mexico,Industrial Waste - Transformation in electricity plants - autoproducers,2012,Terajoules,1066,,industrial_waste
Mexico,Industrial Waste - Transformation in electricity plants - autoproducers,2011,Terajoules,906,,industrial_waste
Mexico,Industrial Waste - Transformation in electricity plants - autoproducers,2010,Terajoules,533,,industrial_waste
Mexico,Industrial Waste - Transformation in electricity plants - autoproducers,2009,Terajoules,438,,industrial_waste
Mexico,Kerosene-type Jet Fuel - Exports,2013,"Metric tons,  thousand",56,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,2012,"Metric tons,  thousand",0,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,2011,"Metric tons,  thousand",80,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,2010,"Metric tons,  thousand",60,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,2009,"Metric tons,  thousand",193,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,2008,"Metric tons,  thousand",261,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,2007,"Metric tons,  thousand",155,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,2006,"Metric tons,  thousand",287,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,2005,"Metric tons,  thousand",317,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,2004,"Metric tons,  thousand",310,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,2003,"Metric tons,  thousand",347,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,2002,"Metric tons,  thousand",289,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,2001,"Metric tons,  thousand",114,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,2000,"Metric tons,  thousand",167,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,1999,"Metric tons,  thousand",107,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,1998,"Metric tons,  thousand",136,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,1997,"Metric tons,  thousand",199,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,1996,"Metric tons,  thousand",473,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,1995,"Metric tons,  thousand",870,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,1994,"Metric tons,  thousand",722,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,1993,"Metric tons,  thousand",734,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,1992,"Metric tons,  thousand",691,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,1991,"Metric tons,  thousand",757,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Exports,1990,"Metric tons,  thousand",673,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Imports,2014,"Metric tons,  thousand",545,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Imports,2013,"Metric tons,  thousand",147,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Imports,2012,"Metric tons,  thousand",149,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Imports,2011,"Metric tons,  thousand",41,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Imports,2010,"Metric tons,  thousand",181,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Imports,2009,"Metric tons,  thousand",49,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Imports,2008,"Metric tons,  thousand",223,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Imports,2007,"Metric tons,  thousand",158,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Imports,2006,"Metric tons,  thousand",6,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Imports,2005,"Metric tons,  thousand",0,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Imports,2004,"Metric tons,  thousand",0,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Imports,2003,"Metric tons,  thousand",0,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Imports,2002,"Metric tons,  thousand",75,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Imports,2001,"Metric tons,  thousand",143,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Imports,2000,"Metric tons,  thousand",189,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Imports,1999,"Metric tons,  thousand",124,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Imports,1998,"Metric tons,  thousand",90,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,2014,"Metric tons,  thousand",3034,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,2013,"Metric tons,  thousand",2839,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,2012,"Metric tons,  thousand",2712,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,2011,"Metric tons,  thousand",2561,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,2010,"Metric tons,  thousand",2537,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,2009,"Metric tons,  thousand",2498,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,2008,"Metric tons,  thousand",2960,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,2007,"Metric tons,  thousand",3094,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,2006,"Metric tons,  thousand",2788,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,2005,"Metric tons,  thousand",2673,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,2004,"Metric tons,  thousand",2632,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,2003,"Metric tons,  thousand",2471,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,2002,"Metric tons,  thousand",2427,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,2001,"Metric tons,  thousand",2519,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,2000,"Metric tons,  thousand",2530,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,1999,"Metric tons,  thousand",2521,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,1998,"Metric tons,  thousand",2389,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,1997,"Metric tons,  thousand",2149,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,1996,"Metric tons,  thousand",2047,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,1995,"Metric tons,  thousand",2049,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,1994,"Metric tons,  thousand",2181,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,1993,"Metric tons,  thousand",1994,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,1992,"Metric tons,  thousand",1876,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,1991,"Metric tons,  thousand",1684,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - International aviation bunkers,1990,"Metric tons,  thousand",1617,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,2014,"Metric tons,  thousand",2436,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,2013,"Metric tons,  thousand",2774,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,2012,"Metric tons,  thousand",2590,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,2011,"Metric tons,  thousand",2568,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,2010,"Metric tons,  thousand",2364,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,2009,"Metric tons,  thousand",2603,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,2008,"Metric tons,  thousand",2928,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,2007,"Metric tons,  thousand",3024,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,2006,"Metric tons,  thousand",2956,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,2005,"Metric tons,  thousand",2887,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,2004,"Metric tons,  thousand",2842,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,2003,"Metric tons,  thousand",2717,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,2002,"Metric tons,  thousand",2584,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,2001,"Metric tons,  thousand",2586,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,2000,"Metric tons,  thousand",2530,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,1999,"Metric tons,  thousand",2635,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,1998,"Metric tons,  thousand",2605,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,1997,"Metric tons,  thousand",2555,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,1996,"Metric tons,  thousand",2538,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,1995,"Metric tons,  thousand",3074,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,1994,"Metric tons,  thousand",3390,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,1993,"Metric tons,  thousand",3280,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,1992,"Metric tons,  thousand",2952,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,1991,"Metric tons,  thousand",2812,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Production,1990,"Metric tons,  thousand",2324,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,2014,"Metric tons,  thousand",2436,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,2013,"Metric tons,  thousand",2774,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,2012,"Metric tons,  thousand",2590,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,2011,"Metric tons,  thousand",2568,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,2010,"Metric tons,  thousand",2364,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,2009,"Metric tons,  thousand",2603,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,2008,"Metric tons,  thousand",2928,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,2007,"Metric tons,  thousand",3024,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,2006,"Metric tons,  thousand",2956,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,2005,"Metric tons,  thousand",2887,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,2004,"Metric tons,  thousand",2842,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,2003,"Metric tons,  thousand",2717,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,2002,"Metric tons,  thousand",2584,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,2001,"Metric tons,  thousand",2586,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,2000,"Metric tons,  thousand",2530,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,1999,"Metric tons,  thousand",2635,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,1998,"Metric tons,  thousand",2605,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,1997,"Metric tons,  thousand",2555,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,1996,"Metric tons,  thousand",2538,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,1995,"Metric tons,  thousand",3074,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,1994,"Metric tons,  thousand",3390,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,1993,"Metric tons,  thousand",3280,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,1992,"Metric tons,  thousand",2952,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,1991,"Metric tons,  thousand",2812,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - production from refineries,1990,"Metric tons,  thousand",2324,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,2014,"Metric tons,  thousand",-39,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,2013,"Metric tons,  thousand",14,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,2012,"Metric tons,  thousand",-4,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,2011,"Metric tons,  thousand",33,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,2010,"Metric tons,  thousand",13,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,2009,"Metric tons,  thousand",-16,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,2008,"Metric tons,  thousand",-53,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,2007,"Metric tons,  thousand",20,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,2006,"Metric tons,  thousand",49,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,2005,"Metric tons,  thousand",-35,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,2004,"Metric tons,  thousand",-22,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,2003,"Metric tons,  thousand",-2,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,2002,"Metric tons,  thousand",2,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,2001,"Metric tons,  thousand",31,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,2000,"Metric tons,  thousand",-31,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,1999,"Metric tons,  thousand",23,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,1998,"Metric tons,  thousand",-8,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,1997,"Metric tons,  thousand",-26,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,1996,"Metric tons,  thousand",30,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,1995,"Metric tons,  thousand",-9,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,1994,"Metric tons,  thousand",-7,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,1993,"Metric tons,  thousand",30,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,1992,"Metric tons,  thousand",-13,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,1991,"Metric tons,  thousand",-58,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Stock changes,1990,"Metric tons,  thousand",8,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Total energy supply,2014,"Metric tons,  thousand",-14,,kerosene_type_jet_fuel
Mexico,Kerosene-type Jet Fuel - Total energy supply,2013,"Metric tons,  thousand",12,,kerosene_type_jet_fuel
